id,title
204,"Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium"
205,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
206,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
207,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
208,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
209,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
210,"ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones"
211,"MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 Gold English Gold"
212,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
213,"Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver"
214,AirPods (3rd generation) with Lightning Charging Case White
215,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
216,"65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black"
217,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
218,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
219,Flip 6 Portable Waterproof Speaker Black
220,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
221,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
222,Apple iPhone 15 Pro Max
223,Samsung Galaxy S23 Ultra
224,"Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium"
225,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
226,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
227,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
228,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
229,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
230,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
231,"ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones"
232,"MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 Gold English Gold"
233,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
234,"Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver"
235,AirPods (3rd generation) with Lightning Charging Case White
236,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
237,"65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black"
238,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
239,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
240,Flip 6 Portable Waterproof Speaker Black
241,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
242,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
243,Apple iPhone 15 Pro Max
244,Samsung Galaxy S23 Ultra
245,"Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium"
246,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
247,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
248,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
249,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
250,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
251,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
252,"ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones"
253,"MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 Gold English Gold"
254,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
255,"Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver"
256,AirPods (3rd generation) with Lightning Charging Case White
257,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
258,"65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black"
259,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
260,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
261,Flip 6 Portable Waterproof Speaker Black
262,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
263,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
264,Apple iPhone 15 Pro Max
265,N/A
266,"Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium"
267,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
268,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
269,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
270,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
271,Samsung Galaxy S23 Ultra
272,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
273,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
274,"ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones"
275,"MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 Gold English Gold"
276,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
277,"Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver"
278,AirPods (3rd generation) with Lightning Charging Case White
279,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
280,"65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black"
281,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
282,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
283,Flip 6 Portable Waterproof Speaker Black
284,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
285,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
286,Apple iPhone 15 Pro Max
287,Samsung Galaxy S23 Ultra
288,"Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium"
289,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
290,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
291,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
292,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
293,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
294,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
295,"ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones"
296,"MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 Gold English Gold"
297,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
298,"Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver"
299,AirPods (3rd generation) with Lightning Charging Case White
300,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
301,"65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black"
302,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
303,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
304,Flip 6 Portable Waterproof Speaker Black
305,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
306,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
307,Apple iPhone 15 Pro Max
308,Samsung Galaxy S23 Ultra
309,"Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium"
310,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
311,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
312,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
313,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
314,Smart Band 6 Sport Watch 1.56-inch AMOLED HD Screen 24H Heart Rate/Stress/Sleep Monitoring SpO2 & Female Health Tacking 5ATM Waterproof Black
315,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
316,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
317,ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones
318,MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 English Gold
319,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
320,Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver
321,AirPods (3rd generation) with Lightning Charging Case White
322,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
323,65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black
324,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
325,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
326,Flip 6 Portable Waterproof Speaker Black
327,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
328,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
329,Apple iPhone 15 Pro Max
330,Samsung Galaxy S23 Ultra
331,Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium
332,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
333,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
334,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
335,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
336,Smart Band 6 Sport Watch 1.56-inch AMOLED HD Screen 24H Heart Rate/Stress/Sleep Monitoring SpO2 & Female Health Tacking 5ATM Waterproof Black
337,Cloud II Wired Over-Ear Gaming Headphones For PS4, PS5, XOne, XSeries, Nintendo Switch And PC
338,Acer Swift Go 14 Laptop
339,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
340,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
341,ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones
342,MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 English Gold
343,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
344,Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver
345,AirPods (3rd generation) with Lightning Charging Case White
346,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
347,65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black
348,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
349,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
350,Flip 6 Portable Waterproof Speaker Black
351,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
352,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
353,Apple iPhone 15 Pro Max
354,Samsung Galaxy S23 Ultra
355,Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium
356,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
357,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
358,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
359,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
360,Smart Band 6 Sport Watch 1.56-inch AMOLED HD Screen 24H Heart Rate/Stress/Sleep Monitoring SpO2 & Female Health Tacking 5ATM Waterproof Black
361,Cloud II Wired Over-Ear Gaming Headphones For PS4, PS5, XOne, XSeries, Nintendo Switch And PC
362,Acer Swift Go 14 Laptop
363,Acer Swift Go 14 Laptop
364,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
365,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
366,ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones
367,MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 English Gold
368,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
369,Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver
370,AirPods (3rd generation) with Lightning Charging Case White
371,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
372,65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black
373,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
374,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
375,Flip 6 Portable Waterproof Speaker Black
376,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
377,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
378,Apple iPhone 15 Pro Max
379,Samsung Galaxy S23 Ultra
380,Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium
381,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
382,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
383,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
384,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
385,Smart Band 6 Sport Watch 1.56-inch AMOLED HD Screen 24H Heart Rate/Stress/Sleep Monitoring SpO2 & Female Health Tacking 5ATM Waterproof Black
386,Cloud II Wired Over-Ear Gaming Headphones For PS4, PS5, XOne, XSeries, Nintendo Switch And PC
387,Acer Swift Go 14 Laptop
388,Apple USB-C Power Adapter.20W,White
389,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
390,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
391,ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones
392,MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 English Gold
393,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
394,Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver
395,AirPods (3rd generation) with Lightning Charging Case White
396,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
397,65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black
398,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
399,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
400,Flip 6 Portable Waterproof Speaker Black
401,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
402,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
403,Apple iPhone 15 Pro Max
404,Samsung Galaxy S23 Ultra
405,Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium
406,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
407,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
408,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
409,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
410,Smart Band 6 Sport Watch 1.56-inch AMOLED HD Screen 24H Heart Rate/Stress/Sleep Monitoring SpO2 & Female Health Tacking 5ATM Waterproof Black
411,Cloud II Wired Over-Ear Gaming Headphones For PS4, PS5, XOne, XSeries, Nintendo Switch And PC
412,Acer Swift Go 14 Laptop
413,Apple USB-C Power Adapter.20W,White
414,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
415,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
416,ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones
417,MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 English Gold
418,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
419,Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver
420,AirPods (3rd generation) with Lightning Charging Case White
421,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
422,65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black
423,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
424,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
425,Flip 6 Portable Waterproof Speaker Black
426,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
427,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
428,Apple iPhone 15 Pro Max
429,Samsung Galaxy S23 Ultra
430,Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium
431,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
432,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
433,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
434,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
435,Smart Band 6 Sport Watch 1.56-inch AMOLED HD Screen 24H Heart Rate/Stress/Sleep Monitoring SpO2 & Female Health Tacking 5ATM Waterproof Black
436,Cloud II Wired Over-Ear Gaming Headphones For PS4, PS5, XOne, XSeries, Nintendo Switch And PC
437,Acer Swift Go 14 Laptop
438,Apple USB-C Power Adapter.20W,White
439,iPhone 15 Pro Max 256GB Black Titanium 5G With FaceTime - Middle East Version
440,Galaxy S23 Ultra 5G Dual SIM Phantom Black 12GB RAM 256GB - International Version
441,ZIPFORCE True Wireless Earbuds, in-Ear Bluetooth 5.3 Headphones, Bluetooth Earbuds Touch Control 30 Playtime, IPX5 Waterproof TWS, Light-Weight Earphones
442,MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 English Gold
443,Galaxy Tab S8 Graphite 8GB RAM 128GB 5G - Middle East Version
444,Inspiron 14 5410 Convertible Laptop With 14 Inch FHD Touchscreen Display, 11th Gen Intel Core i3-1125G4/ 256GB SSD/ 4 GB RAM/ Intel UHD Graphics/ Win 10 Home/ Eng Ar KB English/Arabic Silver
445,AirPods (3rd generation) with Lightning Charging Case White
446,EOS 5D Mark IV DSLR Camera With EF 24-105mm IS USM Lens Fast Versatile Full Frame Camera 30.4 MP 4K Wi-Fi GPS
447,65-Inch 4K UHD Google TV, Smart TV, Dolby vision, Dolby atmos, Google assistant, In-built chromecast and premium streaming channels Model ( 2023 ) 65P637 Black
448,Band 6 All-Day SPO2 Monitoring Fullview Display 2 Weeks Battery Life 1.47 inch Graphite Black
449,PlayStation 5 With Blu-Ray Disc Version (New Model) - Official KSA Version
450,Flip 6 Portable Waterproof Speaker Black
451,20000mAh High-Speed Charging Technology Powerbank 18 watt Black
452,iPad 2022 (10th Generation) 10.9-inch 64GB WiFi Silver - International Version
453,Apple iPhone 15 Pro Max
454,Samsung Galaxy S23 Ultra
455,Apple iPhone 15 Pro Max, 5G, 6.7-inch, 256GB, Natural Titanium
456,Redmi Note 13 Dual SIM Chromatic Purple 8GB RAM 256GB 5G - Global Version
457,DISQUE DUR INTERNE SSD ADATA ASX6000 LITE 256GB PCIE 3D NAND PCIE GEN
458,CLÉ USB TEAM GROUP C212 1TO USB 3.2 - NOIR
459,CLÉ USB TEAM GROUP C173 8GO USB 2.0 - NOIR
460,Smart Band 6 Sport Watch 1.56-inch AMOLED HD Screen 24H Heart Rate/Stress/Sleep Monitoring SpO2 & Female Health Tacking 5ATM Waterproof Black
461,Cloud II Wired Over-Ear Gaming Headphones For PS4, PS5, XOne, XSeries, Nintendo Switch And PC
462,Acer Swift Go 14 Laptop
463,Apple USB-C Power Adapter.20W,White